statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Tarkovsky is a carver.,tarkovsky,carver,"film maker, film producer, filmmaker, movie maker",false,false,true,false,false,instances
Menuhin is not a violinist.,menuhin,violinist,"fiddler, violinist",false,true,true,false,false,instances
Loeb is an economist.,loeb,economist,physiologist,false,false,true,false,false,instances
Owens is not a translator.,owens,translator,"athlete, jock",true,true,true,false,false,instances
Hemingway is not an author.,hemingway,author,"author, writer",false,true,true,false,false,instances
Molokai is not an island.,molokai,island,island,false,true,true,false,false,instances
Taylor is not a mystic.,taylor,mystic,"music critic, composer",true,true,true,false,false,instances
Dixieland is a geographic region.,dixieland,geographic region,"geographic region, geographical area, geographical region, geographic area",true,false,true,false,false,instances
Gambia is not an african nation.,gambia,african nation,"african country, african nation",false,true,true,false,false,instances
Toscanini is not a director.,toscanini,director,"conductor, director, music director",false,true,true,false,false,instances
Christopher is a patron saint.,christopher,patron saint,patron saint,true,false,true,false,false,instances
Matthew is a subverter.,matthew,subverter,"apostle, evangelist, saint",false,false,true,false,false,instances
Sydenham is a doc.,sydenham,doc,"doc, doctor, dr., md, medico, physician",true,false,true,false,false,instances
Oaxaca is a linguist.,oaxaca,linguist,"city, metropolis, urban center",false,false,true,false,false,instances
Swaziland is not an african nation.,swaziland,african nation,"african country, african nation",false,true,true,false,false,instances
Bushnell is a showman.,bushnell,showman,"artificer, discoverer, inventor",false,false,true,false,false,instances
Spock is not a pediatrist.,spock,pediatrist,"baby doctor, paediatrician, pediatrician, pediatrist",false,true,true,false,false,instances
Hildebrand is a holy father.,hildebrand,holy father,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",true,false,true,false,false,instances
Aquinas is a saint.,aquinas,saint,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",true,false,true,false,false,instances
Mozambique is not a king of great britain.,mozambique,king of great britain,"african country, african nation",true,true,true,false,false,instances
Oldfield is not a designer.,oldfield,designer,"automobile driver, race driver, racer",true,true,true,false,false,instances
Aquinas is a meliorist.,aquinas,meliorist,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",false,false,true,false,false,instances
Turpin is a hijacker.,turpin,hijacker,"highjacker, highwayman, hijacker, road agent",true,false,true,false,false,instances
Cash is not an old master.,cash,old master,"vocalizer, vocalist, vocaliser, singer",true,true,true,false,false,instances
Djibouti is not an african country.,djibouti,african country,"african nation, african country",false,true,true,false,false,instances
Velazquez is not a jazz musician.,velazquez,jazz musician,old master,true,true,true,false,false,instances
Herder is a united states president.,herder,united states president,philosopher,false,false,true,false,false,instances
Serra is not a missionary.,serra,missionary,"missionary, missioner",false,true,true,false,false,instances
Fairbanks is a role player.,fairbanks,role player,"thespian, role player, histrion, actor, player",true,false,true,false,false,instances
Schweitzer is not a dr..,schweitzer,dr.,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",false,true,true,false,false,instances
Toscanini is not a peninsula.,toscanini,peninsula,"conductor, director, music director",true,true,true,false,false,instances
Richelieu is not a primate.,richelieu,primate,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",false,true,true,false,false,instances
Archean is an aeon.,archean,aeon,"aeon, eon",true,false,true,false,false,instances
Schweitzer is not an organist.,schweitzer,organist,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",false,true,true,false,false,instances
Fairbanks is an actor.,fairbanks,actor,"thespian, role player, histrion, actor, player",true,false,true,false,false,instances
Mishnah is not an economic expert.,mishnah,economic expert,"religious text, religious writing, sacred text, sacred writing",true,true,true,false,false,instances
Goodman is not a bandleader.,goodman,bandleader,"bandleader, clarinetist, clarinettist",false,true,true,false,false,instances
Johnson is not an author.,johnson,author,"writer, lexicographer, lexicologist, author",false,true,true,false,false,instances
Ukraine is not a thespian.,ukraine,thespian,"land, country, state",true,true,true,false,false,instances
Menuhin is a machinator.,menuhin,machinator,"fiddler, violinist",false,false,true,false,false,instances
Plough is a cartoonist.,plough,cartoonist,asterism,false,false,true,false,false,instances
Obama is not a commandment.,obama,commandment,"chief executive, president, president of the united states, united states president",true,true,true,false,false,instances
Schweitzer is a philosopher.,schweitzer,philosopher,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",true,false,true,false,false,instances
Loyola is not a saint.,loyola,saint,"theologian, theologiser, theologist, theologizer, saint",false,true,true,false,false,instances
Browne is an african country.,browne,african country,illustrator,false,false,true,false,false,instances
Richelieu is a solon.,richelieu,solon,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",true,false,true,false,false,instances
Herder is not a philosopher.,herder,philosopher,philosopher,false,true,true,false,false,instances
Redford is a film producer.,redford,film producer,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",true,false,true,false,false,instances
Chennai is an urban center.,chennai,urban center,"city, metropolis, urban center",true,false,true,false,false,instances
Rushmore is not a mountain peak.,rushmore,mountain peak,mountain peak,false,true,true,false,false,instances
Tyndale is an illustrator.,tyndale,illustrator,"interpreter, martyr, sufferer, translator",false,false,true,false,false,instances
Coppola is not a filmmaker.,coppola,filmmaker,"film maker, film producer, filmmaker, movie maker",false,true,true,false,false,instances
Trotsky is a president.,trotsky,president,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",false,false,true,false,false,instances
Carolina is not a lowland.,carolina,lowland,"geographical region, geographic region, geographic area, geographical area",true,true,true,false,false,instances
Seville is a commandment.,seville,commandment,"metropolis, city, port, urban center",false,false,true,false,false,instances
Chennai is an epistle.,chennai,epistle,"city, metropolis, urban center",false,false,true,false,false,instances
Tarkovsky is not a filmmaker.,tarkovsky,filmmaker,"film maker, film producer, filmmaker, movie maker",false,true,true,false,false,instances
Fawkes is not a conspirator.,fawkes,conspirator,"coconspirator, conspirator, machinator, plotter",false,true,true,false,false,instances
Walter is not a norn.,walter,norn,"conductor, director, music director",true,true,true,false,false,instances
Crichton is a bookman.,crichton,bookman,"bookman, scholar, scholarly person, student",true,false,true,false,false,instances
Dixieland is not a philosopher.,dixieland,philosopher,"geographic region, geographical area, geographical region, geographic area",true,true,true,false,false,instances
Loyola is not a major planet.,loyola,major planet,"theologian, theologiser, theologist, theologizer, saint",true,true,true,false,false,instances
Algiers is a port.,algiers,port,"national capital, port",true,false,true,false,false,instances
Carolina is not a president.,carolina,president,"geographical region, geographic region, geographic area, geographical area",true,true,true,false,false,instances
Archean is a financier.,archean,financier,"aeon, eon",false,false,true,false,false,instances
Spock is an emperor of rome.,spock,emperor of rome,"baby doctor, paediatrician, pediatrician, pediatrist",false,false,true,false,false,instances
Walter is an old master.,walter,old master,"conductor, director, music director",false,false,true,false,false,instances
Carolina is not an explorer.,carolina,explorer,"geographical region, geographic region, geographic area, geographical area",true,true,true,false,false,instances
Haifa is an eon.,haifa,eon,"port, urban center, metropolis, city",false,false,true,false,false,instances
Kazak is not an asian nation.,kazak,asian nation,"asian country, asian nation",false,true,true,false,false,instances
Chomsky is not a linguistic scientist.,chomsky,linguistic scientist,"linguist, linguistic scientist",false,true,true,false,false,instances
Chomsky is a director.,chomsky,director,"linguist, linguistic scientist",false,false,true,false,false,instances
Nansen is not a national leader.,nansen,national leader,"adventurer, explorer, national leader, solon, statesman",false,true,true,false,false,instances
Kline is not a geographical area.,kline,geographical area,painter,true,true,true,false,false,instances
Alger is a jazzman.,alger,jazzman,"author, writer",false,false,true,false,false,instances
Morton is a jazz musician.,morton,jazz musician,"jazz musician, jazzman",true,false,true,false,false,instances
Kazak is not an emperor of rome.,kazak,emperor of rome,"asian country, asian nation",true,true,true,false,false,instances
Duncan is not an architect.,duncan,architect,"dancer, professional dancer, terpsichorean",true,true,true,false,false,instances
Verdun is a pitched battle.,verdun,pitched battle,pitched battle,true,false,true,false,false,instances
PRC is an executive.,PRC,executive,"asian nation, asian country",false,false,true,false,false,instances
Owens is not a jock.,owens,jock,"athlete, jock",false,true,true,false,false,instances
Fairbanks is a baltic republic.,fairbanks,baltic republic,"thespian, role player, histrion, actor, player",false,false,true,false,false,instances
Gregory is a pope.,gregory,pope,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",true,false,true,false,false,instances
Jolson is a thespian.,jolson,thespian,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",true,false,true,false,false,instances
Coppola is not a poet.,coppola,poet,"film maker, film producer, filmmaker, movie maker",true,true,true,false,false,instances
Mann is not a pedagog.,mann,pedagog,"educator, pedagog, pedagogue",false,true,true,false,false,instances
Lena is not a sculptor.,lena,sculptor,river,true,true,true,false,false,instances
TT is a land.,TT,land,"country, state, land",true,false,true,false,false,instances
Redford is not a filmmaker.,redford,filmmaker,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",false,true,true,false,false,instances
Spock is a baby doctor.,spock,baby doctor,"baby doctor, paediatrician, pediatrician, pediatrist",true,false,true,false,false,instances
Toscanini is a film maker.,toscanini,film maker,"conductor, director, music director",false,false,true,false,false,instances
Loeb is not fictitious character.,loeb,fictitious character,physiologist,true,true,true,false,false,instances
Tyndale is not a translator.,tyndale,translator,"interpreter, martyr, sufferer, translator",false,true,true,false,false,instances
Hildebrand is not a chief executive.,hildebrand,chief executive,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",true,true,true,false,false,instances
Mann is a roman.,mann,roman,"educator, pedagog, pedagogue",false,false,true,false,false,instances
Trotsky is not a subverter.,trotsky,subverter,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",false,true,true,false,false,instances
Italy is an asterism.,italy,asterism,"european nation, european country",false,false,true,false,false,instances
Tarkovsky is not a film maker.,tarkovsky,film maker,"film maker, film producer, filmmaker, movie maker",false,true,true,false,false,instances
Nansen is an explorer.,nansen,explorer,"adventurer, explorer, national leader, solon, statesman",true,false,true,false,false,instances
Jutland is a naval battle.,jutland,naval battle,naval battle,true,false,true,false,false,instances
Lena is a river.,lena,river,river,true,false,true,false,false,instances
Hildebrand is not a vicar of christ.,hildebrand,vicar of christ,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",false,true,true,false,false,instances
Diaz is a navigator.,diaz,navigator,navigator,true,false,true,false,false,instances
Richelieu is not an archpriest.,richelieu,archpriest,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",false,true,true,false,false,instances
Mishnah is an inventor.,mishnah,inventor,"religious text, religious writing, sacred text, sacred writing",false,false,true,false,false,instances
PRC is an asian nation.,PRC,asian nation,"asian nation, asian country",true,false,true,false,false,instances
Loyola is an egyptian deity.,loyola,egyptian deity,"theologian, theologiser, theologist, theologizer, saint",false,false,true,false,false,instances
Seville is a painter.,seville,painter,"metropolis, city, port, urban center",false,false,true,false,false,instances
Schweitzer is not a missionary.,schweitzer,missionary,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",false,true,true,false,false,instances
Jolson is not a player.,jolson,player,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",false,true,true,false,false,instances
Nansen is a buccaneer.,nansen,buccaneer,"adventurer, explorer, national leader, solon, statesman",false,false,true,false,false,instances
Vitus is a saint.,vitus,saint,"martyr, saint",true,false,true,false,false,instances
Djibouti is an african nation.,djibouti,african nation,"african nation, african country",true,false,true,false,false,instances
Obama is not a civil rights activist.,obama,civil rights activist,"chief executive, president, president of the united states, united states president",true,true,true,false,false,instances
Menotti is not a city.,menotti,city,composer,true,true,true,false,false,instances
Sydenham is a medico.,sydenham,medico,"doc, doctor, dr., md, medico, physician",true,false,true,false,false,instances
Lewis is not a writer.,lewis,writer,"author, writer",false,true,true,false,false,instances
Menuhin is not a king of great britain.,menuhin,king of great britain,"fiddler, violinist",true,true,true,false,false,instances
Jolson is not a sea rover.,jolson,sea rover,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",true,true,true,false,false,instances
Gambia is an african country.,gambia,african country,"african country, african nation",true,false,true,false,false,instances
Macedon is an anthropologist.,macedon,anthropologist,"geographic region, geographic area, geographical area, geographical region",false,false,true,false,false,instances
Nansen is not a statesman.,nansen,statesman,"adventurer, explorer, national leader, solon, statesman",false,true,true,false,false,instances
Trotsky is not an apostle.,trotsky,apostle,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",true,true,true,false,false,instances
Crichton is not a student.,crichton,student,"bookman, scholar, scholarly person, student",false,true,true,false,false,instances
Lisbon is not a port.,lisbon,port,"national capital, port",false,true,true,false,false,instances
Loyola is not a president.,loyola,president,"theologian, theologiser, theologist, theologizer, saint",true,true,true,false,false,instances
Duncan is not a rock star.,duncan,rock star,"dancer, professional dancer, terpsichorean",true,true,true,false,false,instances
Haifa is not a city.,haifa,city,"port, urban center, metropolis, city",false,true,true,false,false,instances
Sydenham is a physician.,sydenham,physician,"doc, doctor, dr., md, medico, physician",true,false,true,false,false,instances
Campbell is not a mythologist.,campbell,mythologist,mythologist,false,true,true,false,false,instances
Jena is not a crusader.,jena,crusader,pitched battle,true,true,true,false,false,instances
Seville is not a city.,seville,city,"metropolis, city, port, urban center",false,true,true,false,false,instances
Turpin is an organiser.,turpin,organiser,"highjacker, highwayman, hijacker, road agent",false,false,true,false,false,instances
Oldfield is an automobile driver.,oldfield,automobile driver,"automobile driver, race driver, racer",true,false,true,false,false,instances
Freud is not a male monarch.,freud,male monarch,"analyst, brain doctor, neurologist, psychoanalyst",true,true,true,false,false,instances
Sydenham is a stargazer.,sydenham,stargazer,"doc, doctor, dr., md, medico, physician",false,false,true,false,false,instances
Djibouti is not an african nation.,djibouti,african nation,"african nation, african country",false,true,true,false,false,instances
Johor is not a malaysian state.,johor,malaysian state,malaysian state,false,true,true,false,false,instances
Gregory is not a chemist.,gregory,chemist,"pontiff, catholic pope, vicar of christ, pope, saint, doctor, bishop of rome, holy father, roman catholic pope, doctor of the church",true,true,true,false,false,instances
TT is not a subversive.,TT,subversive,"country, state, land",true,true,true,false,false,instances
Quechua is a diary keeper.,quechua,diary keeper,community,false,false,true,false,false,instances
Redford is not an asian nation.,redford,asian nation,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",true,true,true,false,false,instances
Turpin is a brain doctor.,turpin,brain doctor,"highjacker, highwayman, hijacker, road agent",false,false,true,false,false,instances
Tarkovsky is not an ethnologist.,tarkovsky,ethnologist,"film maker, film producer, filmmaker, movie maker",true,true,true,false,false,instances
Carolina is an engineer.,carolina,engineer,"geographical region, geographic region, geographic area, geographical area",false,false,true,false,false,instances
Kharkov is a cartoonist.,kharkov,cartoonist,"city, metropolis, urban center",false,false,true,false,false,instances
Goldberg is not a cartoonist.,goldberg,cartoonist,cartoonist,false,true,true,false,false,instances
Gilmer is metropolis.,gilmer,metropolis,journalist,false,false,true,false,false,instances
Barrie is a vocaliser.,barrie,vocaliser,"dramatist, playwright",false,false,true,false,false,instances
Barrie is not a dramatist.,barrie,dramatist,"dramatist, playwright",false,true,true,false,false,instances
Bushnell is a geographical region.,bushnell,geographical region,"artificer, discoverer, inventor",false,false,true,false,false,instances
Robbins is a choreographer.,robbins,choreographer,choreographer,true,false,true,false,false,instances
Tarkovsky is a filmmaker.,tarkovsky,filmmaker,"film maker, film producer, filmmaker, movie maker",true,false,true,false,false,instances
Bushnell is not a discoverer.,bushnell,discoverer,"artificer, discoverer, inventor",false,true,true,false,false,instances
Tarkovsky is a movie maker.,tarkovsky,movie maker,"film maker, film producer, filmmaker, movie maker",true,false,true,false,false,instances
Plough is not an asterism.,plough,asterism,asterism,false,true,true,false,false,instances
Swaziland is not a nuclear physicist.,swaziland,nuclear physicist,"african country, african nation",true,true,true,false,false,instances
Walter is not a mountain peak.,walter,mountain peak,"conductor, director, music director",true,true,true,false,false,instances
Nansen is a spaceman.,nansen,spaceman,"adventurer, explorer, national leader, solon, statesman",false,false,true,false,false,instances
Thales is not an astronomer.,thales,astronomer,"astronomer, philosopher, stargazer, uranologist",false,true,true,false,false,instances
Tati is a film maker.,tati,film maker,"film maker, film producer, filmmaker, movie maker",true,false,true,false,false,instances
Dix is not a meliorist.,dix,meliorist,"crusader, meliorist, reformer, reformist, social reformer",false,true,true,false,false,instances
Toscanini is not a female parent.,toscanini,female parent,"conductor, director, music director",true,true,true,false,false,instances
Browne is an illustrator.,browne,illustrator,illustrator,true,false,true,false,false,instances
Fairbanks is not a labor organizer.,fairbanks,labor organizer,"thespian, role player, histrion, actor, player",true,true,true,false,false,instances
Mishnah is not a nuclear physicist.,mishnah,nuclear physicist,"religious text, religious writing, sacred text, sacred writing",true,true,true,false,false,instances
Spock is not a pediatrician.,spock,pediatrician,"baby doctor, paediatrician, pediatrician, pediatrist",false,true,true,false,false,instances
Richelieu is not a music director.,richelieu,music director,"archpriest, hierarch, high priest, national leader, prelate, primate, solon, statesman",true,true,true,false,false,instances
Schweitzer is a dr..,schweitzer,dr.,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",true,false,true,false,false,instances
Trotsky is a writer.,trotsky,writer,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",false,false,true,false,false,instances
Tyndale is a uranologist.,tyndale,uranologist,"interpreter, martyr, sufferer, translator",false,false,true,false,false,instances
Djibouti is not an illustrator.,djibouti,illustrator,"african nation, african country",true,true,true,false,false,instances
Jolson is a reformer.,jolson,reformer,"actor, histrion, player, role player, singer, thespian, vocaliser, vocalist, vocalizer",false,false,true,false,false,instances
Taylor is a music critic.,taylor,music critic,"music critic, composer",true,false,true,false,false,instances
Redford is an actor.,redford,actor,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",true,false,true,false,false,instances
Redford is a state.,redford,state,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",false,false,true,false,false,instances
Thales is not a president of the united states.,thales,president of the united states,"astronomer, philosopher, stargazer, uranologist",true,true,true,false,false,instances
Nansen is a statesman.,nansen,statesman,"adventurer, explorer, national leader, solon, statesman",true,false,true,false,false,instances
Cash is a diarist.,cash,diarist,"vocalizer, vocalist, vocaliser, singer",false,false,true,false,false,instances
Kazak is not a professional dancer.,kazak,professional dancer,"asian country, asian nation",true,true,true,false,false,instances
Caracas is not a national capital.,caracas,national capital,national capital,false,true,true,false,false,instances
Hildebrand is not a pope.,hildebrand,pope,"bishop of rome, catholic pope, holy father, pontiff, pope, roman catholic pope, vicar of christ",false,true,true,false,false,instances
Obama is a united states president.,obama,united states president,"chief executive, president, president of the united states, united states president",true,false,true,false,false,instances
Algiers is not a road agent.,algiers,road agent,"national capital, port",true,true,true,false,false,instances
Schweitzer is not a bacteriologist.,schweitzer,bacteriologist,"doc, doctor, dr., md, medico, missionary, missioner, organist, philosopher, physician",true,true,true,false,false,instances
Matthew is a saint.,matthew,saint,"apostle, evangelist, saint",true,false,true,false,false,instances
Trotsky is not actress.,trotsky,actress,"bolshevik, bolshevist, revolutionary, revolutionist, subversive, subverter",true,true,true,false,false,instances
Chomsky is a linguist.,chomsky,linguist,"linguist, linguistic scientist",true,false,true,false,false,instances
Redford is not a movie maker.,redford,movie maker,"actor, film maker, film producer, filmmaker, histrion, movie maker, player, role player, thespian",false,true,true,false,false,instances
Oldfield is a prophet.,oldfield,prophet,"automobile driver, race driver, racer",false,false,true,false,false,instances
Aquinas is not a doctor.,aquinas,doctor,"theologizer, saint, theologian, doctor, doctor of the church, theologiser, theologist",false,true,true,false,false,instances
Warsaw is an organiser.,warsaw,organiser,national capital,false,false,true,false,false,instances
Freud is a neurologist.,freud,neurologist,"analyst, brain doctor, neurologist, psychoanalyst",true,false,true,false,false,instances
