statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Gyre is not a synonym of a ringlet.,gyre,ringlet,"coil, curl, curlicue, ringlet, roll, scroll, whorl",false,true,true,false,false,synonyms
Nonfiction is not a synonym of a frivolity.,nonfiction,frivolity,nonfictional prose,true,true,true,false,false,synonyms
Pawpaw is not a synonym of an asimina triloba.,pawpaw,asimina triloba,"asimina triloba, papaw, papaw tree",false,true,true,false,false,synonyms
Prepuce is not a synonym of a foreskin.,prepuce,foreskin,foreskin,false,true,true,false,false,synonyms
Visor is not a synonym of a nut.,visor,nut,"bill, eyeshade, peak, vizor",true,true,true,false,false,synonyms
Prosecutor is not a synonym of a prosecuting attorney.,prosecutor,prosecuting attorney,"prosecuting attorney, prosecuting officer, public prosecutor",false,true,true,false,false,synonyms
Erecting is a synonym of an erection.,erecting,erection,erection,true,false,true,false,false,synonyms
Ratchet is not a synonym of a ratch.,ratchet,ratch,"rachet, ratch",false,true,true,false,false,synonyms
Sambar is not a synonym of cervus unicolor.,sambar,cervus unicolor,"cervus unicolor, sambur",false,true,true,false,false,synonyms
Turnabout is not a synonym of a reversion.,turnabout,reversion,"reversal, reverse, reversion, turnaround",false,true,true,false,false,synonyms
Guzzling is not a synonym of a puma.,guzzling,puma,"gulping, swilling",true,true,true,false,false,synonyms
Permanency is a synonym of a subsoil.,permanency,subsoil,permanence,false,false,true,false,false,synonyms
Maidservant is not a synonym of a vicarage.,maidservant,vicarage,"amah, housemaid, maid",true,true,true,false,false,synonyms
Pawpaw is not a synonym of a munggo.,pawpaw,munggo,"asimina triloba, papaw, papaw tree",true,true,true,false,false,synonyms
Nembutal is not a synonym of a silver perch.,nembutal,silver perch,"pentobarbital, pentobarbital sodium, yellow jacket",true,true,true,false,false,synonyms
Piling is not a synonym of a pile.,piling,pile,"pile, spile, stilt",false,true,true,false,false,synonyms
Stetson is not a synonym of a hotshot.,stetson,hotshot,"fedora, felt hat, homburg, trilby",true,true,true,false,false,synonyms
Riding is a synonym of a horseback riding.,riding,horseback riding,horseback riding,true,false,true,false,false,synonyms
Ponderosa is a synonym of pinus ponderosa.,ponderosa,pinus ponderosa,"bull pine, pinus ponderosa, ponderosa pine, western yellow pine",true,false,true,false,false,synonyms
Epiphyte is not a synonym of an air plant.,epiphyte,air plant,"aerophyte, air plant, epiphytic plant",false,true,true,false,false,synonyms
Whatchamacallit is a synonym of a sambur.,whatchamacallit,sambur,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",false,false,true,false,false,synonyms
Twat is not a synonym of a bartender.,twat,bartender,"cunt, puss, pussy, slit, snatch",true,true,true,false,false,synonyms
Bacchanalia is not a synonym of a bacchanal.,bacchanalia,bacchanal,"bacchanal, debauch, debauchery, drunken revelry, orgy, riot, saturnalia",false,true,true,false,false,synonyms
Springbok is a synonym of a triad.,springbok,triad,"antidorcas euchore, antidorcas marsupialis, springbuck",false,false,true,false,false,synonyms
Homepage is a synonym of a backslider.,homepage,backslider,home page,false,false,true,false,false,synonyms
Corpuscle is a synonym of a blood cell.,corpuscle,blood cell,"blood cell, blood corpuscle",true,false,true,false,false,synonyms
Nearsightedness is not a synonym of a trey.,nearsightedness,trey,"myopia, shortsightedness",true,true,true,false,false,synonyms
Schmooze is a synonym of a chat.,schmooze,chat,"chat, confab, confabulation, schmoose",true,false,true,false,false,synonyms
Belligerence is a synonym of aggressiveness.,belligerence,aggressiveness,"aggressiveness, pugnacity",true,false,true,false,false,synonyms
Superstar is a synonym of genius.,superstar,genius,"ace, adept, champion, genius, hotshot, maven, mavin, sensation, star, virtuoso, whizz, whiz, wiz, wizard",true,false,true,false,false,synonyms
Owl is not a synonym of a start.,owl,start,"bird of minerva, bird of night, hooter",true,true,true,false,false,synonyms
Candor is a synonym of forthrightness.,candor,forthrightness,"candidness, candour, directness, forthrightness, frankness",true,false,true,false,false,synonyms
Haste is a synonym of an axone.,haste,axone,hurry,false,false,true,false,false,synonyms
Breakout is not a synonym of an artwork.,breakout,artwork,"break, gaolbreak, jailbreak, prison-breaking, prisonbreak",true,true,true,false,false,synonyms
Advert is not a synonym of an advertisement.,advert,advertisement,"ad, advertisement, advertising, advertizement, advertizing",false,true,true,false,false,synonyms
Midazolam is not a synonym of a versed.,midazolam,versed,versed,false,true,true,false,false,synonyms
Pes is a synonym of a human foot.,pes,human foot,"foot, human foot",true,false,true,false,false,synonyms
Advertiser is not a synonym of a partner in crime.,advertiser,partner in crime,"adman, advertizer",true,true,true,false,false,synonyms
Seediness is not a synonym of manginess.,seediness,manginess,"manginess, shabbiness, sleaziness",false,true,true,false,false,synonyms
Hydrocephalus is a synonym of a phlegm.,hydrocephalus,phlegm,hydrocephaly,false,false,true,false,false,synonyms
Conjuration is not a synonym of a pentobarbital sodium.,conjuration,pentobarbital sodium,"conjuring, conjury, invocation",true,true,true,false,false,synonyms
Adjutant is a synonym of leptoptilus dubius.,adjutant,leptoptilus dubius,"adjutant bird, adjutant stork, leptoptilus dubius",true,false,true,false,false,synonyms
Oink is not a synonym of a grunt.,oink,grunt,grunt,false,true,true,false,false,synonyms
Liter is a synonym of a flat wash.,liter,flat wash,"cubic decimeter, cubic decimetre, l, litre",false,false,true,false,false,synonyms
Doings is not a synonym of a dental orthopedics.,doings,dental orthopedics,"behavior, behaviour, conduct",true,true,true,false,false,synonyms
Amble is a synonym of a perambulation.,amble,perambulation,"perambulation, promenade, saunter, stroll",true,false,true,false,false,synonyms
Gyre is not a synonym of a bridge.,gyre,bridge,"coil, curl, curlicue, ringlet, roll, scroll, whorl",true,true,true,false,false,synonyms
Lethargy is not a synonym of a stele.,lethargy,stele,"flatness, languor, phlegm, sluggishness",true,true,true,false,false,synonyms
Prerogative is a synonym of a rumour.,prerogative,rumour,"exclusive right, perquisite, privilege",false,false,true,false,false,synonyms
Coloring is a synonym of a retentivity.,coloring,retentivity,"color, colour, colouring",false,false,true,false,false,synonyms
Mamma is not a synonym of a mama.,mamma,mama,"ma, mama, mammy, mom, momma, mommy, mum, mummy",false,true,true,false,false,synonyms
Rounding is a synonym of a rounding error.,rounding,rounding error,rounding error,true,false,true,false,false,synonyms
Undersoil is not a synonym of a complainant.,undersoil,complainant,subsoil,true,true,true,false,false,synonyms
Ranger is a synonym of a forest fire fighter.,ranger,forest fire fighter,"fire warden, forest fire fighter",true,false,true,false,false,synonyms
Pecs is not a synonym of musculus pectoralis.,pecs,musculus pectoralis,"musculus pectoralis, pectoral, pectoral muscle, pectoralis",false,true,true,false,false,synonyms
Tribulation is not a synonym of a divining rod.,tribulation,divining rod,"trial, visitation",true,true,true,false,false,synonyms
Bottlenose is not a synonym of a bottle-nosed whale.,bottlenose,bottle-nosed whale,"bottle-nosed whale, bottlenose whale, hyperoodon ampullatus",false,true,true,false,false,synonyms
Summertime is a synonym of a suede cloth.,summertime,suede cloth,summer,false,false,true,false,false,synonyms
Entirety is a synonym of a brownie.,entirety,brownie,"entireness, integrality, totality",false,false,true,false,false,synonyms
Nuance is not a synonym of a subtlety.,nuance,subtlety,"nicety, refinement, shade, subtlety",false,true,true,false,false,synonyms
Detection is a synonym of a detecting.,detection,detecting,"detecting, detective work, sleuthing",true,false,true,false,false,synonyms
Prerogative is a synonym of a perquisite.,prerogative,perquisite,"exclusive right, perquisite, privilege",true,false,true,false,false,synonyms
Grooving is not a synonym of a rifling.,grooving,rifling,rifling,false,true,true,false,false,synonyms
Rhabdomyosarcoma is not a synonym of a zwieback.,rhabdomyosarcoma,zwieback,rhabdosarcoma,true,true,true,false,false,synonyms
Glioblastoma is a synonym of a chroma.,glioblastoma,chroma,spongioblastoma,false,false,true,false,false,synonyms
Chapeau is not a synonym of a lid.,chapeau,lid,"hat, lid",false,true,true,false,false,synonyms
Nec is a synonym of a sett.,nec,sett,necrotizing enterocolitis,false,false,true,false,false,synonyms
Breakout is a synonym of a prisonbreak.,breakout,prisonbreak,"break, gaolbreak, jailbreak, prison-breaking, prisonbreak",true,false,true,false,false,synonyms
Fluorescein is not a synonym of a resorcinolphthalein.,fluorescein,resorcinolphthalein,"fluoresceine, fluorescent dye, resorcinolphthalein",false,true,true,false,false,synonyms
Miniskirt is not a synonym of a mini.,miniskirt,mini,mini,false,true,true,false,false,synonyms
Mainsheet is not a synonym of a black-footed albatross.,mainsheet,black-footed albatross,"sheet, shroud, tack, weather sheet",true,true,true,false,false,synonyms
Defacement is a synonym of a smooching.,defacement,smooching,"disfiguration, disfigurement, mutilation",false,false,true,false,false,synonyms
Blackening is a synonym of a medallion.,blackening,medallion,darkening,false,false,true,false,false,synonyms
Vena is not a synonym of a megacycle.,vena,megacycle,"vein, venous blood vessel",true,true,true,false,false,synonyms
Hoagy is not a synonym of a bomber.,hoagy,bomber,"bomber, cuban sandwich, grinder, hero, hero sandwich, hoagie, italian sandwich, poor boy, sub, submarine, submarine sandwich, torpedo, wedge, zep",false,true,true,false,false,synonyms
Consumption is a synonym of a wasting disease.,consumption,wasting disease,"phthisis, pulmonary tuberculosis, wasting disease, white plague",true,false,true,false,false,synonyms
Coughing is a synonym of an oxidizing agent.,coughing,oxidizing agent,cough,false,false,true,false,false,synonyms
Oedema is not a synonym of a dropsy.,oedema,dropsy,"dropsy, edema, hydrops",false,true,true,false,false,synonyms
Dilemma is a synonym of a quandary.,dilemma,quandary,quandary,true,false,true,false,false,synonyms
Greening is not a synonym of a rejuvenation.,greening,rejuvenation,rejuvenation,false,true,true,false,false,synonyms
Bioweapon is a synonym of a bioarm.,bioweapon,bioarm,"bioarm, biological weapon",true,false,true,false,false,synonyms
Jackfruit is not a synonym of a jak.,jackfruit,jak,"jack, jak",false,true,true,false,false,synonyms
Emilia is not a synonym of a scotch tape.,emilia,scotch tape,genus emilia,true,true,true,false,false,synonyms
Grasp is not a synonym of a sheet.,grasp,sheet,"appreciation, hold",true,true,true,false,false,synonyms
Grandmother is not a synonym of a nan.,grandmother,nan,"gran, grandma, grannie, granny, nan, nanna",false,true,true,false,false,synonyms
Undercoat is a synonym of a jack of all trades.,undercoat,jack of all trades,"flat coat, ground, primer, primer coat, priming, priming coat",false,false,true,false,false,synonyms
Deterioration is not a synonym of lens system.,deterioration,lens system,impairment,true,true,true,false,false,synonyms
Caboose is not a synonym of a bomber.,caboose,bomber,cabin car,true,true,true,false,false,synonyms
Arteriosclerosis is not a synonym of a snuggling.,arteriosclerosis,snuggling,"arterial sclerosis, coronary-artery disease, hardening of the arteries, induration of the arteries",true,true,true,false,false,synonyms
Anteroom is a synonym of a speculation.,anteroom,speculation,"antechamber, entrance hall, foyer, hall, lobby, vestibule",false,false,true,false,false,synonyms
Context is a synonym of a juggle.,context,juggle,"circumstance, setting",false,false,true,false,false,synonyms
Flatwork is a synonym of a train dispatcher.,flatwork,train dispatcher,flat wash,false,false,true,false,false,synonyms
Psalmody is a synonym of a pansa.,psalmody,pansa,hymnody,false,false,true,false,false,synonyms
Batsman is not a synonym of a hitter.,batsman,hitter,"batter, hitter, slugger",false,true,true,false,false,synonyms
Springbok is not a synonym of oesophagus.,springbok,oesophagus,"antidorcas euchore, antidorcas marsupialis, springbuck",true,true,true,false,false,synonyms
Midden is a synonym of an unsuitability.,midden,unsuitability,"eitchen midden, kitchen midden",false,false,true,false,false,synonyms
Dysfunction is a synonym of an eternity.,dysfunction,eternity,disfunction,false,false,true,false,false,synonyms
Manatee is not a synonym of a fulfilment.,manatee,fulfilment,trichechus manatus,true,true,true,false,false,synonyms
Drugging is not a synonym of a quatern.,drugging,quatern,sedation,true,true,true,false,false,synonyms
Lubricant is not a synonym of a lubricating substance.,lubricant,lubricating substance,"lube, lubricating substance, lubricator",false,true,true,false,false,synonyms
Victuals is a synonym of a pabulum.,victuals,pabulum,"comestible, eatable, edible, pabulum, victual",true,false,true,false,false,synonyms
Grimness is a synonym of a rigor.,grimness,rigor,"asperity, hardship, rigor, rigorousness, rigour, rigourousness, severeness, severity",true,false,true,false,false,synonyms
Pipal is a synonym of a pile.,pipal,pile,"bo tree, ficus religiosa, peepul, pipal tree, pipul, sacred fig",false,false,true,false,false,synonyms
Trine is not a synonym of a triad.,trine,triad,"3, deuce-ace, iii, leash, tercet, ternary, ternion, terzetto, three, threesome, tierce, trey, triad, trinity, trio, triplet, troika",false,true,true,false,false,synonyms
Bacchanalia is not a synonym of a priming coat.,bacchanalia,priming coat,"bacchanal, debauch, debauchery, drunken revelry, orgy, riot, saturnalia",true,true,true,false,false,synonyms
Pseudopod is a synonym of a pseudopodium.,pseudopod,pseudopodium,pseudopodium,true,false,true,false,false,synonyms
Finitude is not a synonym of finiteness.,finitude,finiteness,"boundedness, finiteness",false,true,true,false,false,synonyms
Eyeglass is a synonym of a monocle.,eyeglass,monocle,monocle,true,false,true,false,false,synonyms
Outpouring is not a synonym of an upheaval.,outpouring,upheaval,"discharge, run",true,true,true,false,false,synonyms
Peyote is a synonym of a mescal.,peyote,mescal,"lophophora williamsii, mescal, mezcal",true,false,true,false,false,synonyms
Width is not a synonym of a weber.,width,weber,breadth,true,true,true,false,false,synonyms
Twat is a synonym of doctor's degree.,twat,doctor's degree,"cunt, puss, pussy, slit, snatch",false,false,true,false,false,synonyms
Context is a synonym of a setting.,context,setting,"circumstance, setting",true,false,true,false,false,synonyms
Chasse is not a synonym of a sashay.,chasse,sashay,sashay,false,true,true,false,false,synonyms
Inebriation is a synonym of a turnaround.,inebriation,turnaround,"drunkenness, inebriety, insobriety, intoxication, tipsiness",false,false,true,false,false,synonyms
Bookmark is a synonym of a bookmarker.,bookmark,bookmarker,bookmarker,true,false,true,false,false,synonyms
Sn is a synonym of an atomic number 50.,sn,atomic number 50,"atomic number 50, tin",true,false,true,false,false,synonyms
Plough is not a synonym of a bugaboo.,plough,bugaboo,plow,true,true,true,false,false,synonyms
Grime is a synonym of a soil.,grime,soil,"dirt, filth, grease, grunge, soil, stain",true,false,true,false,false,synonyms
Insistence is not a synonym of slickness.,insistence,slickness,"imperativeness, insistency, press, pressure",true,true,true,false,false,synonyms
Retentiveness is a synonym of a retentivity.,retentiveness,retentivity,retentivity,true,false,true,false,false,synonyms
Undercoat is a synonym of a priming coat.,undercoat,priming coat,"flat coat, ground, primer, primer coat, priming, priming coat",true,false,true,false,false,synonyms
Ptomaine is a synonym of a ptomaine poisoning.,ptomaine,ptomaine poisoning,ptomaine poisoning,true,false,true,false,false,synonyms
Caressing is not a synonym of a full cousin.,caressing,full cousin,"cuddling, fondling, hugging, kissing, necking, petting, smooching, snuggling",true,true,true,false,false,synonyms
Hi is not a synonym of a hello.,hi,hello,"hello, how-do-you-do, howdy, hullo",false,true,true,false,false,synonyms
Jamming is a synonym of a rick.,jamming,rick,"electronic jamming, jam",false,false,true,false,false,synonyms
Housebreaking is a synonym of a breaking and entering.,housebreaking,breaking and entering,"break-in, breaking and entering",true,false,true,false,false,synonyms
Grapple is a synonym of a grappling.,grapple,grappling,"grappling, hand-to-hand struggle, wrestle, wrestling",true,false,true,false,false,synonyms
Stroking is a synonym of a stroke.,stroking,stroke,stroke,true,false,true,false,false,synonyms
Housebreaking is a synonym of a break-in.,housebreaking,break-in,"break-in, breaking and entering",true,false,true,false,false,synonyms
Immunosuppressant is not a synonym of a pectoral.,immunosuppressant,pectoral,"immune suppressant drug, immunosuppressive, immunosuppressive drug, immunosuppressor",true,true,true,false,false,synonyms
Hemorrhoidectomy is not a synonym of a weather sheet.,hemorrhoidectomy,weather sheet,haemorrhoidectomy,true,true,true,false,false,synonyms
Cony is not a synonym of a mouse hare.,cony,mouse hare,"coney, mouse hare, pika, rock rabbit",false,true,true,false,false,synonyms
Illness is a synonym of an exclusive right.,illness,exclusive right,"malady, sickness, unwellness",false,false,true,false,false,synonyms
Sycamore is not a synonym of a cuban sandwich.,sycamore,cuban sandwich,"acer pseudoplatanus, great maple, scottish maple",true,true,true,false,false,synonyms
Entirety is not a synonym of a mortification.,entirety,mortification,"entireness, integrality, totality",true,true,true,false,false,synonyms
Directness is not a synonym of a candor.,directness,candor,"candidness, candor, candour, forthrightness, frankness",false,true,true,false,false,synonyms
Timberland is a synonym of a forest.,timberland,forest,"forest, timber, woodland",true,false,true,false,false,synonyms
Quadruplet is a synonym of a four.,quadruplet,four,"4, four, foursome, iv, little joe, quartet, quatern, quaternary, quaternion, quaternity, tetrad",true,false,true,false,false,synonyms
Privatisation is a synonym of a sweet reseda.,privatisation,sweet reseda,"denationalisation, denationalization, privatization",false,false,true,false,false,synonyms
Cacao is not a synonym of a cacao tree.,cacao,cacao tree,"cacao tree, chocolate tree, theobroma cacao",false,true,true,false,false,synonyms
Enjoining is a synonym of an injunction.,enjoining,injunction,"cease and desist order, enjoinment, injunction",true,false,true,false,false,synonyms
Clavicle is not a synonym of a collarbone.,clavicle,collarbone,collarbone,false,true,true,false,false,synonyms
Solferino is a synonym of a battle of solferino.,solferino,battle of solferino,battle of solferino,true,false,true,false,false,synonyms
Collaborationist is a synonym of a collaborator.,collaborationist,collaborator,"collaborator, quisling",true,false,true,false,false,synonyms
Bedclothes is a synonym of a stroll.,bedclothes,stroll,"bed clothing, bedding",false,false,true,false,false,synonyms
Staircase is a synonym of a stairway.,staircase,stairway,stairway,true,false,true,false,false,synonyms
Whatchamacallit is a synonym of a doohickey.,whatchamacallit,doohickey,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",true,false,true,false,false,synonyms
Morals is not a synonym of a spate.,morals,spate,"ethical motive, ethics, morality",true,true,true,false,false,synonyms
Programming is a synonym of a roomie.,programming,roomie,"programing, scheduling",false,false,true,false,false,synonyms
Lethargy is a synonym of a champion.,lethargy,champion,"flatness, languor, phlegm, sluggishness",false,false,true,false,false,synonyms
Mya is not a synonym of genus mya.,mya,genus mya,genus mya,false,true,true,false,false,synonyms
Quadruplet is not a synonym of a quatern.,quadruplet,quatern,"4, four, foursome, iv, little joe, quartet, quatern, quaternary, quaternion, quaternity, tetrad",false,true,true,false,false,synonyms
Eyehole is not a synonym of a spyhole.,eyehole,spyhole,"peephole, spyhole",false,true,true,false,false,synonyms
Mamma is not a synonym of isinglass.,mamma,isinglass,"ma, mama, mammy, mom, momma, mommy, mum, mummy",true,true,true,false,false,synonyms
Sunup is not a synonym of a six pack.,sunup,six pack,"aurora, break of day, break of the day, cockcrow, dawn, dawning, daybreak, dayspring, first light, morning, sunrise",true,true,true,false,false,synonyms
Shootout is a synonym of a sempiternity.,shootout,sempiternity,"gunfight, gunplay",false,false,true,false,false,synonyms
Schmooze is a synonym of a confabulation.,schmooze,confabulation,"chat, confab, confabulation, schmoose",true,false,true,false,false,synonyms
Springtime is not a synonym of a reversionist.,springtime,reversionist,spring,true,true,true,false,false,synonyms
Incrimination is a synonym of an inculpation.,incrimination,inculpation,"blame, inculpation",true,false,true,false,false,synonyms
Sunup is not a synonym of a cockcrow.,sunup,cockcrow,"aurora, break of day, break of the day, cockcrow, dawn, dawning, daybreak, dayspring, first light, morning, sunrise",false,true,true,false,false,synonyms
Auricle is a synonym of an auricula atrii.,auricle,auricula atrii,"atrial auricle, auricula atrii",true,false,true,false,false,synonyms
Contredanse is a synonym of a contradance.,contredanse,contradance,"contra danse, contradance, country-dance, country dancing",true,false,true,false,false,synonyms
Schmooze is not a synonym of a confab.,schmooze,confab,"chat, confab, confabulation, schmoose",false,true,true,false,false,synonyms
Orderliness is a synonym of an order.,orderliness,order,order,true,false,true,false,false,synonyms
Owl is a synonym of a rhombencephalon.,owl,rhombencephalon,"bird of minerva, bird of night, hooter",false,false,true,false,false,synonyms
Reporting is a synonym of a coverage.,reporting,coverage,"coverage, reportage",true,false,true,false,false,synonyms
Expending is a synonym of an agitation.,expending,agitation,expenditure,false,false,true,false,false,synonyms
Substitution is a synonym of a commutation.,substitution,commutation,"commutation, exchange",true,false,true,false,false,synonyms
Quadruplet is not a synonym of a sphenoid bone.,quadruplet,sphenoid bone,"4, four, foursome, iv, little joe, quartet, quatern, quaternary, quaternion, quaternity, tetrad",true,true,true,false,false,synonyms
Exhibitor is a synonym of a shower.,exhibitor,shower,"exhibitioner, shower",true,false,true,false,false,synonyms
Formatting is not a synonym of data format.,formatting,data format,"data format, data formatting, format",false,true,true,false,false,synonyms
Bemusement is a synonym of a reportage.,bemusement,reportage,"bafflement, befuddlement, bewilderment, mystification, obfuscation, puzzlement",false,false,true,false,false,synonyms
Superstar is not a synonym of an attender.,superstar,attender,"ace, adept, champion, genius, hotshot, maven, mavin, sensation, star, virtuoso, whizz, whiz, wiz, wizard",true,true,true,false,false,synonyms
Veiling is not a synonym of a snuggling.,veiling,snuggling,"gauze, netting",true,true,true,false,false,synonyms
Helix is not a synonym of genus helix.,helix,genus helix,genus helix,false,true,true,false,false,synonyms
Creatine is not a synonym of a creatin.,creatine,creatin,creatin,false,true,true,false,false,synonyms
Inebriation is a synonym of drunkenness.,inebriation,drunkenness,"drunkenness, inebriety, insobriety, intoxication, tipsiness",true,false,true,false,false,synonyms
Tv is a synonym of a television.,tv,television,"boob tube, goggle box, idiot box, television, television receiver, television set, telly, tv set",true,false,true,false,false,synonyms
Cisterna is a synonym of a glandular fever.,cisterna,glandular fever,cistern,false,false,true,false,false,synonyms
Tadpole is a synonym of a tasting.,tadpole,tasting,"polliwog, pollywog",false,false,true,false,false,synonyms
Sportscaster is a synonym of a snatch.,sportscaster,snatch,"sports announcer, sports commentator",false,false,true,false,false,synonyms
Vigour is not a synonym of a pike.,vigour,pike,"energy, vigor, zip",true,true,true,false,false,synonyms
Housecoat is not a synonym of a peignoir.,housecoat,peignoir,"neglige, negligee, peignoir, wrapper",false,true,true,false,false,synonyms
Prepuce is not a synonym of a chalkboard.,prepuce,chalkboard,foreskin,true,true,true,false,false,synonyms
Reporting is not a synonym of a reportage.,reporting,reportage,"coverage, reportage",false,true,true,false,false,synonyms
Learning is not a synonym of eruditeness.,learning,eruditeness,"encyclopaedism, encyclopedism, eruditeness, erudition, learnedness, scholarship",false,true,true,false,false,synonyms
Superstar is a synonym of a wizard.,superstar,wizard,"ace, adept, champion, genius, hotshot, maven, mavin, sensation, star, virtuoso, whizz, whiz, wiz, wizard",true,false,true,false,false,synonyms
Forethought is not a synonym of a horsemeat.,forethought,horsemeat,premeditation,true,true,true,false,false,synonyms
Greening is a synonym of a rejuvenation.,greening,rejuvenation,rejuvenation,true,false,true,false,false,synonyms
Testicle is a synonym of a ball.,testicle,ball,"ball, ballock, bollock, egg, nut, orchis, testis",true,false,true,false,false,synonyms
Marketplace is a synonym of a selector.,marketplace,selector,"market, market place, mart",false,false,true,false,false,synonyms
Programming is a synonym of a pseudopodium.,programming,pseudopodium,"programing, scheduling",false,false,true,false,false,synonyms
Advert is not a synonym of an advertising.,advert,advertising,"ad, advertisement, advertising, advertizement, advertizing",false,true,true,false,false,synonyms
Trine is a synonym of a triplet.,trine,triplet,"3, deuce-ace, iii, leash, tercet, ternary, ternion, terzetto, three, threesome, tierce, trey, triad, trinity, trio, triplet, troika",true,false,true,false,false,synonyms
Comportment is a synonym of a crux of the matter.,comportment,crux of the matter,"bearing, mien, presence",false,false,true,false,false,synonyms
Windsock is not a synonym of a drogue.,windsock,drogue,"air-sleeve, air sock, drogue, sock, wind cone, wind sleeve, wind sock",false,true,true,false,false,synonyms
Tv is not a synonym of a goggle box.,tv,goggle box,"boob tube, goggle box, idiot box, television, television receiver, television set, telly, tv set",false,true,true,false,false,synonyms
Vexation is a synonym of an irritation.,vexation,irritation,"annoyance, annoying, irritation",true,false,true,false,false,synonyms
Piling is not a synonym of a bookstore.,piling,bookstore,"pile, spile, stilt",true,true,true,false,false,synonyms
Landslip is not a synonym of a rug.,landslip,rug,landslide,true,true,true,false,false,synonyms
Quadruplet is a synonym of a foursome.,quadruplet,foursome,"4, four, foursome, iv, little joe, quartet, quatern, quaternary, quaternion, quaternity, tetrad",true,false,true,false,false,synonyms
Booze is a synonym of a liquor.,booze,liquor,"hard drink, hard liquor, john barleycorn, liquor, spirits, strong drink",true,false,true,false,false,synonyms
Brucellosis is a synonym of an undulant fever.,brucellosis,undulant fever,"gibraltar fever, malta fever, mediterranean fever, rock fever, undulant fever",true,false,true,false,false,synonyms
Shutdown is not a synonym of a closing.,shutdown,closing,"closedown, closing, closure",false,true,true,false,false,synonyms
Whatchamacallit is a synonym of a pauperization.,whatchamacallit,pauperization,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",false,false,true,false,false,synonyms
Immunosuppressant is not a synonym of a lowlife.,immunosuppressant,lowlife,"immune suppressant drug, immunosuppressive, immunosuppressive drug, immunosuppressor",true,true,true,false,false,synonyms
Candidate is a synonym of a campaigner.,candidate,campaigner,"campaigner, nominee",true,false,true,false,false,synonyms
Ricochet is not a synonym of a carom.,ricochet,carom,carom,false,true,true,false,false,synonyms
Receptivity is not a synonym of an eye dropper.,receptivity,eye dropper,"openness, receptiveness",true,true,true,false,false,synonyms
Fate is a synonym of gleefulness.,fate,gleefulness,"circumstances, destiny, fortune, lot, luck, portion",false,false,true,false,false,synonyms
Micron is a synonym of a safety deposit box.,micron,safety deposit box,micrometer,false,false,true,false,false,synonyms
Dietitian is not a synonym of a dietician.,dietitian,dietician,dietician,false,true,true,false,false,synonyms
Nad is not a synonym of a nicotinamide adenine dinucleotide.,nad,nicotinamide adenine dinucleotide,nicotinamide adenine dinucleotide,false,true,true,false,false,synonyms
Ptsd is not a synonym of a white ant.,ptsd,white ant,posttraumatic stress disorder,true,true,true,false,false,synonyms
Worriment is not a synonym of a shi'ite.,worriment,shi'ite,"inconvenience, troublesomeness",true,true,true,false,false,synonyms
Vigour is not a synonym of an energy.,vigour,energy,"energy, vigor, zip",false,true,true,false,false,synonyms
Gyre is a synonym of a snooze.,gyre,snooze,"coil, curl, curlicue, ringlet, roll, scroll, whorl",false,false,true,false,false,synonyms
Mamma is a synonym of a mama.,mamma,mama,"ma, mama, mammy, mom, momma, mommy, mum, mummy",true,false,true,false,false,synonyms
Chimera is a synonym of a chimaera.,chimera,chimaera,chimaera,true,false,true,false,false,synonyms
Bunch is not a synonym of a clustering.,bunch,clustering,"clump, cluster, clustering",false,true,true,false,false,synonyms
Chiding is not a synonym of a scolding.,chiding,scolding,"objurgation, scolding, tongue-lashing",false,true,true,false,false,synonyms
Seediness is a synonym of manginess.,seediness,manginess,"manginess, shabbiness, sleaziness",true,false,true,false,false,synonyms
Sasquatch is not a synonym of a columbite-tantalite.,sasquatch,columbite-tantalite,bigfoot,true,true,true,false,false,synonyms
Procrastination is a synonym of mass murder.,procrastination,mass murder,dilatoriness,false,false,true,false,false,synonyms
Qualifying is not a synonym of a sinew.,qualifying,sinew,"limiting, modification",true,true,true,false,false,synonyms
Housecoat is not a synonym of a riot.,housecoat,riot,"neglige, negligee, peignoir, wrapper",true,true,true,false,false,synonyms
Grooving is a synonym of a rifling.,grooving,rifling,rifling,true,false,true,false,false,synonyms
Chat is not a synonym of a schmooze.,chat,schmooze,"confab, confabulation, schmoose, schmooze",false,true,true,false,false,synonyms
Undercoat is not a synonym of a myeline.,undercoat,myeline,"flat coat, ground, primer, primer coat, priming, priming coat",true,true,true,false,false,synonyms
Rooftree is not a synonym of megrims.,rooftree,megrims,"ridge, ridgepole",true,true,true,false,false,synonyms
Grapple is a synonym of a wrestle.,grapple,wrestle,"grappling, hand-to-hand struggle, wrestle, wrestling",true,false,true,false,false,synonyms
Conjuration is not a synonym of a branch.,conjuration,branch,"conjuring, conjury, invocation",true,true,true,false,false,synonyms
