statement,object_1,object_2,correct_object_2,correct,negation,real_object,category,is_true,is_false,is_neither,multiclass_label
The city of Bobozovosia is located in Puelangovo.,Bobozovosia,Puelangovo,"North Guing, Puelangovo",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bobozovosia is not located in Estracarkey.,Bobozovosia,Estracarkey,"North Guing, Puelangovo",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Bobozovosia is located in the Albain States Islands.,Bobozovosia,the Albain States Islands,"North Guing, Puelangovo",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Maombot is not located in Tunegolic.,Maombot,Tunegolic,"Tunegolic, Molovenezue",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Maombot is located in Tunegolic.,Maombot,Tunegolic,"Tunegolic, Molovenezue",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Maombot is not located in Nethe Unia.,Maombot,Nethe Unia,"Tunegolic, Molovenezue",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Maombot is located in Demal Guinei.,Maombot,Demal Guinei,"Tunegolic, Molovenezue",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Maombot is not located in Molovenezue.,Maombot,Molovenezue,"Tunegolic, Molovenezue",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Maombot is located in Molovenezue.,Maombot,Molovenezue,"Tunegolic, Molovenezue",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Maombot is not located in Sern Rico.,Maombot,Sern Rico,"Tunegolic, Molovenezue",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Maombot is located in Romocraceli.,Maombot,Romocraceli,"Tunegolic, Molovenezue",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahkodër is not located in the Nigenyandon Kingdom.,Shahkodër,the Nigenyandon Kingdom,"the Nigenyandon Kingdom, West Thermerunegro",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahkodër is located in the Nigenyandon Kingdom.,Shahkodër,the Nigenyandon Kingdom,"the Nigenyandon Kingdom, West Thermerunegro",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahkodër is not located in Sinamencippia.,Shahkodër,Sinamencippia,"the Nigenyandon Kingdom, West Thermerunegro",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Shahkodër is located in Paltates, Korel.",Shahkodër,"Paltates, Korel","the Nigenyandon Kingdom, West Thermerunegro",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahkodër is not located in West Thermerunegro.,Shahkodër,West Thermerunegro,"the Nigenyandon Kingdom, West Thermerunegro",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahkodër is located in West Thermerunegro.,Shahkodër,West Thermerunegro,"the Nigenyandon Kingdom, West Thermerunegro",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahkodër is not located in Egyzstated Phile.,Shahkodër,Egyzstated Phile,"the Nigenyandon Kingdom, West Thermerunegro",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Shahkodër is located in Lited Salana.,Shahkodër,Lited Salana,"the Nigenyandon Kingdom, West Thermerunegro",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Richua is not located in Swed Statenezue.,Richua,Swed Statenezue,"Swed Statenezue, Bostra Ance",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Richua is located in Swed Statenezue.,Richua,Swed Statenezue,"Swed Statenezue, Bostra Ance",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Richua is not located in Marbate.,Richua,Marbate,"Swed Statenezue, Bostra Ance",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Richua is located in Japublippia.,Richua,Japublippia,"Swed Statenezue, Bostra Ance",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Richua is not located in Bostra Ance.,Richua,Bostra Ance,"Swed Statenezue, Bostra Ance",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Richua is located in Bostra Ance.,Richua,Bostra Ance,"Swed Statenezue, Bostra Ance",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Richua is not located in New Guades, OR.",Richua,"New Guades, OR","Swed Statenezue, Bostra Ance",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Richua is located in Ethe Lan.,Richua,Ethe Lan,"Swed Statenezue, Bostra Ance",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tazarolon is not located in Pordelawi.,Tazarolon,Pordelawi,"Pordelawi, North Uzbekisia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tazarolon is located in Pordelawi.,Tazarolon,Pordelawi,"Pordelawi, North Uzbekisia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tazarolon is not located in Haiteria.,Tazarolon,Haiteria,"Pordelawi, North Uzbekisia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tazarolon is located in the Philicao.,Tazarolon,the Philicao,"Pordelawi, North Uzbekisia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tazarolon is not located in North Uzbekisia.,Tazarolon,North Uzbekisia,"Pordelawi, North Uzbekisia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tazarolon is located in North Uzbekisia.,Tazarolon,North Uzbekisia,"Pordelawi, North Uzbekisia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tazarolon is not located in Egyzstated Phile.,Tazarolon,Egyzstated Phile,"Pordelawi, North Uzbekisia",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tazarolon is located in the Bahrazil.,Tazarolon,the Bahrazil,"Pordelawi, North Uzbekisia",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kirkkot is not located in Unican.,Kirkkot,Unican,"Unican, Pordelawi",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kirkkot is located in Unican.,Kirkkot,Unican,"Unican, Pordelawi",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kirkkot is not located in the Phionds.,Kirkkot,the Phionds,"Unican, Pordelawi",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kirkkot is located in Surkistatvia.,Kirkkot,Surkistatvia,"Unican, Pordelawi",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kirkkot is not located in Pordelawi.,Kirkkot,Pordelawi,"Unican, Pordelawi",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kirkkot is located in Pordelawi.,Kirkkot,Pordelawi,"Unican, Pordelawi",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kirkkot is not located in Brussauric.,Kirkkot,Brussauric,"Unican, Pordelawi",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kirkkot is located in Beloutate.,Kirkkot,Beloutate,"Unican, Pordelawi",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Lozocoper is not located in the Unidanyan Islands.,Lozocoper,the Unidanyan Islands,"the Unidanyan Islands, Bulgern Republic",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Lozocoper is located in the Unidanyan Islands.,Lozocoper,the Unidanyan Islands,"the Unidanyan Islands, Bulgern Republic",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Lozocoper is not located in Brussauric.,Lozocoper,Brussauric,"the Unidanyan Islands, Bulgern Republic",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Lozocoper is located in Mong Korea.,Lozocoper,Mong Korea,"the Unidanyan Islands, Bulgern Republic",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Lozocoper is not located in Bulgern Republic.,Lozocoper,Bulgern Republic,"the Unidanyan Islands, Bulgern Republic",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Lozocoper is located in Bulgern Republic.,Lozocoper,Bulgern Republic,"the Unidanyan Islands, Bulgern Republic",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Lozocoper is not located in Pordelawi.,Lozocoper,Pordelawi,"the Unidanyan Islands, Bulgern Republic",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Lozocoper is located in Guinegroa.,Lozocoper,Guinegroa,"the Unidanyan Islands, Bulgern Republic",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kākinoto is not located in Bolanites.,Kākinoto,Bolanites,"Bolanites, Libodi Afria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kākinoto is located in Bolanites.,Kākinoto,Bolanites,"Bolanites, Libodi Afria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kākinoto is not located in Guaterba.,Kākinoto,Guaterba,"Bolanites, Libodi Afria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kākinoto is located in Puelangovo.,Kākinoto,Puelangovo,"Bolanites, Libodi Afria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kākinoto is not located in Libodi Afria.,Kākinoto,Libodi Afria,"Bolanites, Libodi Afria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kākinoto is located in Libodi Afria.,Kākinoto,Libodi Afria,"Bolanites, Libodi Afria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kākinoto is not located in Uzbertinit.,Kākinoto,Uzbertinit,"Bolanites, Libodi Afria",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kākinoto is located in Brussauric.,Kākinoto,Brussauric,"Bolanites, Libodi Afria",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of South Shaoqi is not located in Nethe Unia.,South Shaoqi,Nethe Unia,"Nethe Unia, Estracarkey",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of South Shaoqi is located in Nethe Unia.,South Shaoqi,Nethe Unia,"Nethe Unia, Estracarkey",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of South Shaoqi is not located in Mozamina.,South Shaoqi,Mozamina,"Nethe Unia, Estracarkey",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of South Shaoqi is located in Camanamen.,South Shaoqi,Camanamen,"Nethe Unia, Estracarkey",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of South Shaoqi is not located in Estracarkey.,South Shaoqi,Estracarkey,"Nethe Unia, Estracarkey",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of South Shaoqi is located in Estracarkey.,South Shaoqi,Estracarkey,"Nethe Unia, Estracarkey",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of South Shaoqi is not located in Timoatvia.,South Shaoqi,Timoatvia,"Nethe Unia, Estracarkey",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of South Shaoqi is located in Iced Standand.,South Shaoqi,Iced Standand,"Nethe Unia, Estracarkey",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nanmaguayne is not located in Rustated Stania.,Nanmaguayne,Rustated Stania,"Rustated Stania, Guinegroa",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nanmaguayne is located in Rustated Stania.,Nanmaguayne,Rustated Stania,"Rustated Stania, Guinegroa",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nanmaguayne is not located in the Unidanyan Islands.,Nanmaguayne,the Unidanyan Islands,"Rustated Stania, Guinegroa",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nanmaguayne is located in the Phionds.,Nanmaguayne,the Phionds,"Rustated Stania, Guinegroa",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nanmaguayne is not located in Guinegroa.,Nanmaguayne,Guinegroa,"Rustated Stania, Guinegroa",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nanmaguayne is located in Guinegroa.,Nanmaguayne,Guinegroa,"Rustated Stania, Guinegroa",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nanmaguayne is not located in the Slovorgypru Islands.,Nanmaguayne,the Slovorgypru Islands,"Rustated Stania, Guinegroa",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nanmaguayne is located in Soutates.,Nanmaguayne,Soutates,"Rustated Stania, Guinegroa",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Igua dos is not located in Mexicarund.,Igua dos,Mexicarund,"Mexicarund, Algenestate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Igua dos is located in Mexicarund.,Igua dos,Mexicarund,"Mexicarund, Algenestate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Igua dos is not located in Lited Salana.,Igua dos,Lited Salana,"Mexicarund, Algenestate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Igua dos is located in Arancippia.,Igua dos,Arancippia,"Mexicarund, Algenestate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Igua dos is not located in Algenestate.,Igua dos,Algenestate,"Mexicarund, Algenestate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Igua dos is located in Algenestate.,Igua dos,Algenestate,"Mexicarund, Algenestate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Igua dos is not located in the Unidands.,Igua dos,the Unidands,"Mexicarund, Algenestate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Igua dos is located in Ethe Yemocco.,Igua dos,Ethe Yemocco,"Mexicarund, Algenestate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nekābol is not located in Jamirgerland.,Nekābol,Jamirgerland,"Jamirgerland, Marbate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nekābol is located in Jamirgerland.,Nekābol,Jamirgerland,"Jamirgerland, Marbate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nekābol is not located in the Tharitia Islands.,Nekābol,the Tharitia Islands,"Jamirgerland, Marbate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nekābol is located in the Kaziles.,Nekābol,the Kaziles,"Jamirgerland, Marbate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nekābol is not located in Marbate.,Nekābol,Marbate,"Jamirgerland, Marbate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nekābol is located in Marbate.,Nekābol,Marbate,"Jamirgerland, Marbate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Nekābol is not located in the Unitedory.,Nekābol,the Unitedory,"Jamirgerland, Marbate",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Nekābol is located in the Montes, Mal Kingdom.",Nekābol,"the Montes, Mal Kingdom","Jamirgerland, Marbate",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tungasaka is not located in Statede.,Tungasaka,Statede,"Statede, the Bahrazil",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tungasaka is located in Statede.,Tungasaka,Statede,"Statede, the Bahrazil",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tungasaka is not located in Bostra Ance.,Tungasaka,Bostra Ance,"Statede, the Bahrazil",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tungasaka is located in Bothe Bahra.,Tungasaka,Bothe Bahra,"Statede, the Bahrazil",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tungasaka is not located in the Bahrazil.,Tungasaka,the Bahrazil,"Statede, the Bahrazil",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tungasaka is located in the Bahrazil.,Tungasaka,the Bahrazil,"Statede, the Bahrazil",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tungasaka is not located in Soldovadago.,Tungasaka,Soldovadago,"Statede, the Bahrazil",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Tungasaka is located in Libodi Afria.,Tungasaka,Libodi Afria,"Statede, the Bahrazil",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Biryacia is not located in Viern Repuaden.,Biryacia,Viern Repuaden,"Viern Repuaden, Bolanites",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Biryacia is located in Viern Repuaden.,Biryacia,Viern Repuaden,"Viern Repuaden, Bolanites",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Biryacia is not located in Molovenezue.,Biryacia,Molovenezue,"Viern Repuaden, Bolanites",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Biryacia is located in the Nigenyandon Kingdom.,Biryacia,the Nigenyandon Kingdom,"Viern Repuaden, Bolanites",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Biryacia is not located in Bolanites.,Biryacia,Bolanites,"Viern Repuaden, Bolanites",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Biryacia is located in Bolanites.,Biryacia,Bolanites,"Viern Repuaden, Bolanites",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Biryacia is not located in Russaudan.,Biryacia,Russaudan,"Viern Repuaden, Bolanites",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Biryacia is located in the Phionds.,Biryacia,the Phionds,"Viern Repuaden, Bolanites",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kędziečna is not located in Guinegroa.,Kędziečna,Guinegroa,"Guinegroa, Mozamina",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kędziečna is located in Guinegroa.,Kędziečna,Guinegroa,"Guinegroa, Mozamina",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kędziečna is not located in Sern Rico.,Kędziečna,Sern Rico,"Guinegroa, Mozamina",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kędziečna is located in Statvingo.,Kędziečna,Statvingo,"Guinegroa, Mozamina",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kędziečna is not located in Mozamina.,Kędziečna,Mozamina,"Guinegroa, Mozamina",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kędziečna is located in Mozamina.,Kędziečna,Mozamina,"Guinegroa, Mozamina",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Kędziečna is not located in Qates, Honea.",Kędziečna,"Qates, Honea","Guinegroa, Mozamina",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Kędziečna is located in the Unidanyan Islands.,Kędziečna,the Unidanyan Islands,"Guinegroa, Mozamina",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Thākuruga is not located in Timoatvia.,Thākuruga,Timoatvia,"Timoatvia, Luxemongan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Thākuruga is located in Timoatvia.,Thākuruga,Timoatvia,"Timoatvia, Luxemongan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
"The city of Thākuruga is not located in Qates, Honea.",Thākuruga,"Qates, Honea","Timoatvia, Luxemongan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Thākuruga is located in Bahambia.,Thākuruga,Bahambia,"Timoatvia, Luxemongan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Thākuruga is not located in Luxemongan.,Thākuruga,Luxemongan,"Timoatvia, Luxemongan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Thākuruga is located in Luxemongan.,Thākuruga,Luxemongan,"Timoatvia, Luxemongan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Thākuruga is not located in Mong Korea.,Thākuruga,Mong Korea,"Timoatvia, Luxemongan",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Thākuruga is located in Araguaminea.,Thākuruga,Araguaminea,"Timoatvia, Luxemongan",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Abikiy is not located in Maldia Ricland.,Abikiy,Maldia Ricland,"Maldia Ricland, the Monted Stala Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Abikiy is located in Maldia Ricland.,Abikiy,Maldia Ricland,"Maldia Ricland, the Monted Stala Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Abikiy is not located in Swed Statenezue.,Abikiy,Swed Statenezue,"Maldia Ricland, the Monted Stala Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Abikiy is located in Japublippia.,Abikiy,Japublippia,"Maldia Ricland, the Monted Stala Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Abikiy is not located in the Monted Stala Kingdom.,Abikiy,the Monted Stala Kingdom,"Maldia Ricland, the Monted Stala Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Abikiy is located in the Monted Stala Kingdom.,Abikiy,the Monted Stala Kingdom,"Maldia Ricland, the Monted Stala Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Abikiy is not located in North Guing.,Abikiy,North Guing,"Maldia Ricland, the Monted Stala Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Abikiy is located in Gern Tomalica.,Abikiy,Gern Tomalica,"Maldia Ricland, the Monted Stala Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Almarakatepe is not located in Marbandialand.,Almarakatepe,Marbandialand,"Marbandialand, the Austatvinam Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Almarakatepe is located in Marbandialand.,Almarakatepe,Marbandialand,"Marbandialand, the Austatvinam Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Almarakatepe is not located in Egyzstated Phile.,Almarakatepe,Egyzstated Phile,"Marbandialand, the Austatvinam Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Almarakatepe is located in Bolanites.,Almarakatepe,Bolanites,"Marbandialand, the Austatvinam Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Almarakatepe is not located in the Austatvinam Kingdom.,Almarakatepe,the Austatvinam Kingdom,"Marbandialand, the Austatvinam Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Almarakatepe is located in the Austatvinam Kingdom.,Almarakatepe,the Austatvinam Kingdom,"Marbandialand, the Austatvinam Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Almarakatepe is not located in Senmastatedos.,Almarakatepe,Senmastatedos,"Marbandialand, the Austatvinam Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Almarakatepe is located in Coldivenites.,Almarakatepe,Coldivenites,"Marbandialand, the Austatvinam Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Salamīrpur is not located in Luxemongan.,Salamīrpur,Luxemongan,"Luxemongan, Lited Salana",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Salamīrpur is located in Luxemongan.,Salamīrpur,Luxemongan,"Luxemongan, Lited Salana",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Salamīrpur is not located in Lites.,Salamīrpur,Lites,"Luxemongan, Lited Salana",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Salamīrpur is located in Urunes.,Salamīrpur,Urunes,"Luxemongan, Lited Salana",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Salamīrpur is not located in Lited Salana.,Salamīrpur,Lited Salana,"Luxemongan, Lited Salana",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Salamīrpur is located in Lited Salana.,Salamīrpur,Lited Salana,"Luxemongan, Lited Salana",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Salamīrpur is not located in Guinch.,Salamīrpur,Guinch,"Luxemongan, Lited Salana",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Salamīrpur is located in Thuamenman.,Salamīrpur,Thuamenman,"Luxemongan, Lited Salana",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Khorāpur is not located in Beloutate.,Khorāpur,Beloutate,"Beloutate, the Belovinlana Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Khorāpur is located in Beloutate.,Khorāpur,Beloutate,"Beloutate, the Belovinlana Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Khorāpur is not located in Mozakisia.,Khorāpur,Mozakisia,"Beloutate, the Belovinlana Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Khorāpur is located in North Guing.,Khorāpur,North Guing,"Beloutate, the Belovinlana Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Khorāpur is not located in the Belovinlana Kingdom.,Khorāpur,the Belovinlana Kingdom,"Beloutate, the Belovinlana Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Khorāpur is located in the Belovinlana Kingdom.,Khorāpur,the Belovinlana Kingdom,"Beloutate, the Belovinlana Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Khorāpur is not located in Southe Unia.,Khorāpur,Southe Unia,"Beloutate, the Belovinlana Kingdom",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Khorāpur is located in Urunes.,Khorāpur,Urunes,"Beloutate, the Belovinlana Kingdom",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jālavyang is not located in Mong Korea.,Jālavyang,Mong Korea,"Mong Korea, Leorea-Bisti",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jālavyang is located in Mong Korea.,Jālavyang,Mong Korea,"Mong Korea, Leorea-Bisti",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jālavyang is not located in the Unitedory.,Jālavyang,the Unitedory,"Mong Korea, Leorea-Bisti",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jālavyang is located in Iced Standand.,Jālavyang,Iced Standand,"Mong Korea, Leorea-Bisti",FALSE,FALSE,FALSE,cities,FALSE,FALSE,TRUE,2
The city of Jālavyang is not located in Leorea-Bisti.,Jālavyang,Leorea-Bisti,"Mong Korea, Leorea-Bisti",FALSE,TRUE,FALSE,cities,FALSE,FALSE,TRUE,2
